taxonomy	simpleName	Source	Target	Type	Weight	estimate_direction
Gammaproteobacteria; Pseudomonas	kynurenine	50	81	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	50	82	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	51	81	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	51	82	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	52	81	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	52	82	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	53	81	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	53	82	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	tryptophan	48	86	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	tryptophan	48	87	Undirected	2	0.5
Gammaproteobacteria; Pseudomonas	tryptophan	49	86	Undirected	1	0.5
